Treatment,Env,Line,seedwt,TreatmentName,seedwtzeros,water,fertilizer,spacing,stress_intensity
1,1,Oh7B,4.142,PAC,4.142,full,standardN,regular,0
2,1,Oh7B,4.661,UCN,4.661,full,standardN,regular,0
3,1,Oh7B,3.412,PCZ,3.412,full,standardN,regular,0
4,1,Oh7B,3.62,GA,3.62,full,standardN,regular,0
5,1,Oh7B,0,PACGA,0,full,standardN,regular,0
6,1,Oh7B,3.825,nohormone,3.825,full,standardN,regular,0
1,1,Mo276,4.21,PAC,4.21,full,standardN,regular,0
2,1,Mo276,2.821,UCN,2.821,full,standardN,regular,0
3,1,Mo276,5.692,PCZ,5.692,full,standardN,regular,0
4,1,Mo276,4.141,GA,4.141,full,standardN,regular,0
5,1,Mo276,4.797,PACGA,4.797,full,standardN,regular,0
6,1,Mo276,5.722,nohormone,5.722,full,standardN,regular,0
1,1,Mo287,6.807,PAC,6.807,full,standardN,regular,0
2,1,Mo287,7.328,UCN,7.328,full,standardN,regular,0
3,1,Mo287,5.131,PCZ,5.131,full,standardN,regular,0
4,1,Mo287,5.515,GA,5.515,full,standardN,regular,0
5,1,Mo287,5.424,PACGA,5.424,full,standardN,regular,0
6,1,Mo287,5.519,nohormone,5.519,full,standardN,regular,0
1,2,Oh7B,5.43,PAC,5.43,full,standardN,dense,1
2,2,Oh7B,,UCN,0,full,standardN,dense,1
3,2,Oh7B,5.686,PCZ,5.686,full,standardN,dense,1
4,2,Oh7B,4.193,GA,4.193,full,standardN,dense,1
5,2,Oh7B,,PACGA,0,full,standardN,dense,1
6,2,Oh7B,4.19,nohormone,4.19,full,standardN,dense,1
1,2,Mo276,5.322,PAC,5.322,full,standardN,dense,1
2,2,Mo276,,UCN,0,full,standardN,dense,1
3,2,Mo276,0,PCZ,0,full,standardN,dense,1
4,2,Mo276,4.269,GA,4.269,full,standardN,dense,1
5,2,Mo276,3.814,PACGA,3.814,full,standardN,dense,1
6,2,Mo276,4.544,nohormone,4.544,full,standardN,dense,1
1,2,Mo287,,PAC,0,full,standardN,dense,1
2,2,Mo287,0,UCN,0,full,standardN,dense,1
3,2,Mo287,,PCZ,0,full,standardN,dense,1
4,2,Mo287,,GA,0,full,standardN,dense,1
5,2,Mo287,4.238,PACGA,4.238,full,standardN,dense,1
6,2,Mo287,3.428,nohormone,3.428,full,standardN,dense,1
1,1,LH132,5.025,PAC,5.025,full,standardN,regular,0
2,1,LH132,5.374,UCN,5.374,full,standardN,regular,0
3,1,LH132,5.39,PCZ,5.39,full,standardN,regular,0
4,1,LH132,5.369,GA,5.369,full,standardN,regular,0
5,1,LH132,5.536,PACGA,5.536,full,standardN,regular,0
6,1,LH132,6.594,nohormone,6.594,full,standardN,regular,0
1,1,Mo17,4.504,PAC,4.504,full,standardN,regular,0
2,1,Mo17,4.197,UCN,4.197,full,standardN,regular,0
3,1,Mo17,3.495,PCZ,3.495,full,standardN,regular,0
4,1,Mo17,3.025,GA,3.025,full,standardN,regular,0
5,1,Mo17,5.315,PACGA,5.315,full,standardN,regular,0
6,1,Mo17,4.374,nohormone,4.374,full,standardN,regular,0
1,1,Mo17,4.62,PAC,4.62,full,standardN,regular,0
2,1,Mo17,4.178,UCN,4.178,full,standardN,regular,0
3,1,Mo17,4.001,PCZ,4.001,full,standardN,regular,0
4,1,Mo17,6.188,GA,6.188,full,standardN,regular,0
5,1,Mo17,4.35,PACGA,4.35,full,standardN,regular,0
6,1,Mo17,5.01,nohormone,5.01,full,standardN,regular,0
1,2,LH132,5.316,PAC,5.316,full,standardN,dense,1
2,2,LH132,5.322,UCN,5.322,full,standardN,dense,1
3,2,LH132,3.465,PCZ,3.465,full,standardN,dense,1
4,2,LH132,4.941,GA,4.941,full,standardN,dense,1
5,2,LH132,4.405,PACGA,4.405,full,standardN,dense,1
6,2,LH132,4.644,nohormone,4.644,full,standardN,dense,1
1,2,Mo17,4.849,PAC,4.849,full,standardN,dense,1
2,2,Mo17,4.639,UCN,4.639,full,standardN,dense,1
3,2,Mo17,4.383,PCZ,4.383,full,standardN,dense,1
4,2,Mo17,4.97,GA,4.97,full,standardN,dense,1
5,2,Mo17,4.46,PACGA,4.46,full,standardN,dense,1
6,2,Mo17,0,nohormone,0,full,standardN,dense,1
1,2,Mo17,4.619,PAC,4.619,full,standardN,dense,1
2,2,Mo17,0,UCN,0,full,standardN,dense,1
3,2,Mo17,3.644,PCZ,3.644,full,standardN,dense,1
4,2,Mo17,0,GA,0,full,standardN,dense,1
5,2,Mo17,4.827,PACGA,4.827,full,standardN,dense,1
6,2,Mo17,0,nohormone,0,full,standardN,dense,1
1,1,Mo287,5.059,PAC,5.059,full,standardN,regular,0
2,1,Mo287,5.29,UCN,5.29,full,standardN,regular,0
3,1,Mo287,5.961,PCZ,5.961,full,standardN,regular,0
4,1,Mo287,4.763,GA,4.763,full,standardN,regular,0
5,1,Mo287,4.586,PACGA,4.586,full,standardN,regular,0
6,1,Mo287,4.414,nohormone,4.414,full,standardN,regular,0
1,1,Oh7B,5.285,PAC,5.285,full,standardN,regular,0
2,1,Oh7B,4.265,UCN,4.265,full,standardN,regular,0
3,1,Oh7B,4.771,PCZ,4.771,full,standardN,regular,0
4,1,Oh7B,5.221,GA,5.221,full,standardN,regular,0
5,1,Oh7B,5.056,PACGA,5.056,full,standardN,regular,0
6,1,Oh7B,5.129,nohormone,5.129,full,standardN,regular,0
1,1,Mo360,4.257,PAC,4.257,full,standardN,regular,0
2,1,Mo360,4.125,UCN,4.125,full,standardN,regular,0
3,1,Mo360,4.062,PCZ,4.062,full,standardN,regular,0
4,1,Mo360,4.279,GA,4.279,full,standardN,regular,0
5,1,Mo360,4.025,PACGA,4.025,full,standardN,regular,0
6,1,Mo360,4.153,nohormone,4.153,full,standardN,regular,0
1,2,Mo287,5.267,PAC,5.267,full,standardN,dense,1
2,2,Mo287,4.392,UCN,4.392,full,standardN,dense,1
3,2,Mo287,5.105,PCZ,5.105,full,standardN,dense,1
4,2,Mo287,4.512,GA,4.512,full,standardN,dense,1
5,2,Mo287,4.545,PACGA,4.545,full,standardN,dense,1
6,2,Mo287,4.631,nohormone,4.631,full,standardN,dense,1
1,2,Oh7B,4.142,PAC,4.142,full,standardN,dense,1
2,2,Oh7B,,UCN,0,full,standardN,dense,1
3,2,Oh7B,4.205,PCZ,4.205,full,standardN,dense,1
4,2,Oh7B,4.451,GA,4.451,full,standardN,dense,1
5,2,Oh7B,3.881,PACGA,3.881,full,standardN,dense,1
6,2,Oh7B,4.305,nohormone,4.305,full,standardN,dense,1
1,2,Mo360,4.456,PAC,4.456,full,standardN,dense,1
2,2,Mo360,3.479,UCN,3.479,full,standardN,dense,1
3,2,Mo360,5.253,PCZ,5.253,full,standardN,dense,1
4,2,Mo360,5.045,GA,5.045,full,standardN,dense,1
5,2,Mo360,4.349,PACGA,4.349,full,standardN,dense,1
6,2,Mo360,5.093,nohormone,5.093,full,standardN,dense,1
1,1,Mo017,,PAC,0,full,standardN,regular,0
2,1,Mo017,4.371,UCN,4.371,full,standardN,regular,0
3,1,Mo017,3.816,PCZ,3.816,full,standardN,regular,0
4,1,Mo017,4.433,GA,4.433,full,standardN,regular,0
5,1,Mo017,4.928,PACGA,4.928,full,standardN,regular,0
6,1,Mo017,4.792,nohormone,4.792,full,standardN,regular,0
1,1,Mo298,5.566,PAC,5.566,full,standardN,regular,0
2,1,Mo298,5.424,UCN,5.424,full,standardN,regular,0
3,1,Mo298,6.104,PCZ,6.104,full,standardN,regular,0
4,1,Mo298,5.82,GA,5.82,full,standardN,regular,0
5,1,Mo298,5.709,PACGA,5.709,full,standardN,regular,0
6,1,Mo298,3.82,nohormone,3.82,full,standardN,regular,0
1,1,Oh7B,5.132,PAC,5.132,full,standardN,regular,0
2,1,Oh7B,6.344,UCN,6.344,full,standardN,regular,0
3,1,Oh7B,5.236,PCZ,5.236,full,standardN,regular,0
4,1,Oh7B,5.112,GA,5.112,full,standardN,regular,0
5,1,Oh7B,0,PACGA,0,full,standardN,regular,0
6,1,Oh7B,5.558,nohormone,5.558,full,standardN,regular,0
1,2,Mo017,3.667,PAC,3.667,full,standardN,dense,1
2,2,Mo017,3.719,UCN,3.719,full,standardN,dense,1
3,2,Mo017,4.148,PCZ,4.148,full,standardN,dense,1
4,2,Mo017,2.786,GA,2.786,full,standardN,dense,1
5,2,Mo017,3.254,PACGA,3.254,full,standardN,dense,1
6,2,Mo017,3.977,nohormone,3.977,full,standardN,dense,1
1,2,Mo298,5.247,PAC,5.247,full,standardN,dense,1
2,2,Mo298,3.25,UCN,3.25,full,standardN,dense,1
3,2,Mo298,4.955,PCZ,4.955,full,standardN,dense,1
4,2,Mo298,4.761,GA,4.761,full,standardN,dense,1
5,2,Mo298,4.905,PACGA,4.905,full,standardN,dense,1
6,2,Mo298,4.484,nohormone,4.484,full,standardN,dense,1
1,2,Oh7B,4.119,PAC,4.119,full,standardN,dense,1
2,2,Oh7B,4.622,UCN,4.622,full,standardN,dense,1
3,2,Oh7B,3.88,PCZ,3.88,full,standardN,dense,1
4,2,Oh7B,3.883,GA,3.883,full,standardN,dense,1
5,2,Oh7B,,PACGA,0,full,standardN,dense,1
6,2,Oh7B,5.369,nohormone,5.369,full,standardN,dense,1
1,1,Mo352,5.641,PAC,5.641,full,standardN,regular,0
2,1,Mo352,5.518,UCN,5.518,full,standardN,regular,0
3,1,Mo352,5.885,PCZ,5.885,full,standardN,regular,0
4,1,Mo352,6.181,GA,6.181,full,standardN,regular,0
5,1,Mo352,5.408,PACGA,5.408,full,standardN,regular,0
6,1,Mo352,5.276,nohormone,5.276,full,standardN,regular,0
1,1,Mo352,5.704,PAC,5.704,full,standardN,regular,0
2,1,Mo352,5.632,UCN,5.632,full,standardN,regular,0
3,1,Mo352,5.289,PCZ,5.289,full,standardN,regular,0
4,1,Mo352,4.757,GA,4.757,full,standardN,regular,0
5,1,Mo352,5.446,PACGA,5.446,full,standardN,regular,0
6,1,Mo352,,nohormone,0,full,standardN,regular,0
1,1,Mo17,3.807,PAC,3.807,full,standardN,regular,0
2,1,Mo17,4.757,UCN,4.757,full,standardN,regular,0
3,1,Mo17,5.226,PCZ,5.226,full,standardN,regular,0
4,1,Mo17,,GA,0,full,standardN,regular,0
5,1,Mo17,4.69,PACGA,4.69,full,standardN,regular,0
6,1,Mo17,4.99,nohormone,4.99,full,standardN,regular,0
1,2,Mo352,4.986,PAC,4.986,full,standardN,dense,1
2,2,Mo352,5.575,UCN,5.575,full,standardN,dense,1
3,2,Mo352,4.808,PCZ,4.808,full,standardN,dense,1
4,2,Mo352,5.649,GA,5.649,full,standardN,dense,1
5,2,Mo352,4.551,PACGA,4.551,full,standardN,dense,1
6,2,Mo352,5.178,nohormone,5.178,full,standardN,dense,1
1,2,Mo352,4.682,PAC,4.682,full,standardN,dense,1
2,2,Mo352,4.463,UCN,4.463,full,standardN,dense,1
3,2,Mo352,0,PCZ,0,full,standardN,dense,1
4,2,Mo352,3.761,GA,3.761,full,standardN,dense,1
5,2,Mo352,,PACGA,,full,standardN,dense,1
6,2,Mo352,4.058,nohormone,4.058,full,standardN,dense,1
1,2,Mo17,,PAC,0,full,standardN,dense,1
2,2,Mo17,,UCN,0,full,standardN,dense,1
3,2,Mo17,4.457,PCZ,4.457,full,standardN,dense,1
4,2,Mo17,4.791,GA,4.791,full,standardN,dense,1
5,2,Mo17,4.779,PACGA,4.779,full,standardN,dense,1
6,2,Mo17,3.284,nohormone,3.284,full,standardN,dense,1
1,1,Oh7B,5.109,PAC,5.109,full,standardN,regular,0
2,1,Oh7B,5.123,UCN,5.123,full,standardN,regular,0
3,1,Oh7B,5.784,PCZ,5.784,full,standardN,regular,0
4,1,Oh7B,6.155,GA,6.155,full,standardN,regular,0
5,1,Oh7B,5.622,PACGA,5.622,full,standardN,regular,0
6,1,Oh7B,4.794,nohormone,4.794,full,standardN,regular,0
1,1,B73,4.179,PAC,4.179,full,standardN,regular,0
2,1,B73,5.605,UCN,5.605,full,standardN,regular,0
3,1,B73,4.313,PCZ,4.313,full,standardN,regular,0
4,1,B73,4.101,GA,4.101,full,standardN,regular,0
5,1,B73,5.293,PACGA,5.293,full,standardN,regular,0
6,1,B73,5.499,nohormone,5.499,full,standardN,regular,0
1,2,Oh7B,3.666,PAC,3.666,full,standardN,dense,1
2,2,Oh7B,4.916,UCN,4.916,full,standardN,dense,1
3,2,Oh7B,,PCZ,0,full,standardN,dense,1
4,2,Oh7B,,GA,0,full,standardN,dense,1
5,2,Oh7B,5.032,PACGA,5.032,full,standardN,dense,1
6,2,Oh7B,0,nohormone,0,full,standardN,dense,1
1,2,B73,5.125,PAC,5.125,full,standardN,dense,1
2,2,B73,4.588,UCN,4.588,full,standardN,dense,1
3,2,B73,4.686,PCZ,4.686,full,standardN,dense,1
4,2,B73,4.903,GA,4.903,full,standardN,dense,1
5,2,B73,4.58,PACGA,4.58,full,standardN,dense,1
6,2,B73,0,nohormone,0,full,standardN,dense,1
1,1,Mo276,4.756,PAC,4.756,full,standardN,regular,0
2,1,Mo276,4.752,UCN,4.752,full,standardN,regular,0
3,1,Mo276,4.576,PCZ,4.576,full,standardN,regular,0
4,1,Mo276,3.917,GA,3.917,full,standardN,regular,0
5,1,Mo276,4.507,PACGA,4.507,full,standardN,regular,0
6,1,Mo276,4.973,nohormone,4.973,full,standardN,regular,0
1,1,CML103,3.517,PAC,3.517,full,standardN,regular,0
2,1,CML103,5.233,UCN,5.233,full,standardN,regular,0
3,1,CML103,4.015,PCZ,4.015,full,standardN,regular,0
4,1,CML103,4.087,GA,4.087,full,standardN,regular,0
5,1,CML103,3.818,PACGA,3.818,full,standardN,regular,0
6,1,CML103,3.663,nohormone,3.663,full,standardN,regular,0
1,1,B73,4.156,PAC,4.156,full,standardN,regular,0
2,1,B73,4.325,UCN,4.325,full,standardN,regular,0
3,1,B73,4.367,PCZ,4.367,full,standardN,regular,0
4,1,B73,3.585,GA,3.585,full,standardN,regular,0
5,1,B73,3.364,PACGA,3.364,full,standardN,regular,0
6,1,B73,4.516,nohormone,4.516,full,standardN,regular,0
1,2,Mo276,3.85,PAC,3.85,full,standardN,dense,1
2,2,Mo276,4.027,UCN,4.027,full,standardN,dense,1
3,2,Mo276,4.198,PCZ,4.198,full,standardN,dense,1
4,2,Mo276,4.063,GA,4.063,full,standardN,dense,1
5,2,Mo276,4.699,PACGA,4.699,full,standardN,dense,1
6,2,Mo276,3.852,nohormone,3.852,full,standardN,dense,1
1,2,CML103,4.005,PAC,4.005,full,standardN,dense,1
2,2,CML103,4.468,UCN,4.468,full,standardN,dense,1
3,2,CML103,4.175,PCZ,4.175,full,standardN,dense,1
4,2,CML103,3.551,GA,3.551,full,standardN,dense,1
5,2,CML103,4.063,PACGA,4.063,full,standardN,dense,1
6,2,CML103,3.622,nohormone,3.622,full,standardN,dense,1
1,2,B73,3.13,PAC,3.13,full,standardN,dense,1
2,2,B73,4.332,UCN,4.332,full,standardN,dense,1
3,2,B73,,PCZ,0,full,standardN,dense,1
4,2,B73,4.189,GA,4.189,full,standardN,dense,1
5,2,B73,4.034,PACGA,4.034,full,standardN,dense,1
6,2,B73,4.086,nohormone,4.086,full,standardN,dense,1
1,1,Mo352,4.619,PAC,4.619,full,standardN,regular,0
2,1,Mo352,5.382,UCN,5.382,full,standardN,regular,0
3,1,Mo352,4.399,PCZ,4.399,full,standardN,regular,0
4,1,Mo352,4.291,GA,4.291,full,standardN,regular,0
5,1,Mo352,5.14,PACGA,5.14,full,standardN,regular,0
6,1,Mo352,,nohormone,0,full,standardN,regular,0
1,1,CML103,4.295,PAC,4.295,full,standardN,regular,0
2,1,CML103,4.218,UCN,4.218,full,standardN,regular,0
3,1,CML103,4.06,PCZ,4.06,full,standardN,regular,0
4,1,CML103,3.621,GA,3.621,full,standardN,regular,0
5,1,CML103,4.25,PACGA,4.25,full,standardN,regular,0
6,1,CML103,4.351,nohormone,4.351,full,standardN,regular,0
1,1,Mo017,3.66,PAC,3.66,full,standardN,regular,0
2,1,Mo017,3.849,UCN,3.849,full,standardN,regular,0
3,1,Mo017,3.55,PCZ,3.55,full,standardN,regular,0
4,1,Mo017,3.664,GA,3.664,full,standardN,regular,0
5,1,Mo017,3.627,PACGA,3.627,full,standardN,regular,0
6,1,Mo017,3.887,nohormone,3.887,full,standardN,regular,0
1,2,Mo352,0,PAC,0,full,standardN,dense,1
2,2,Mo352,0,UCN,0,full,standardN,dense,1
3,2,Mo352,4.294,PCZ,4.294,full,standardN,dense,1
4,2,Mo352,3.753,GA,3.753,full,standardN,dense,1
5,2,Mo352,4.401,PACGA,4.401,full,standardN,dense,1
6,2,Mo352,5.085,nohormone,5.085,full,standardN,dense,1
1,2,CML103,4.559,PAC,4.559,full,standardN,dense,1
2,2,CML103,5.135,UCN,5.135,full,standardN,dense,1
3,2,CML103,4.111,PCZ,4.111,full,standardN,dense,1
4,2,CML103,3.22,GA,3.22,full,standardN,dense,1
5,2,CML103,3.504,PACGA,3.504,full,standardN,dense,1
6,2,CML103,,nohormone,0,full,standardN,dense,1
1,2,Mo017,3.125,PAC,3.125,full,standardN,dense,1
2,2,Mo017,3.397,UCN,3.397,full,standardN,dense,1
3,2,Mo017,3.091,PCZ,3.091,full,standardN,dense,1
4,2,Mo017,2.748,GA,2.748,full,standardN,dense,1
5,2,Mo017,3.443,PACGA,3.443,full,standardN,dense,1
6,2,Mo017,3.307,nohormone,3.307,full,standardN,dense,1
1,1,Mo352,5.085,PAC,5.085,full,standardN,regular,0
2,1,Mo352,5.225,UCN,5.225,full,standardN,regular,0
3,1,Mo352,5.332,PCZ,5.332,full,standardN,regular,0
4,1,Mo352,5.986,GA,5.986,full,standardN,regular,0
5,1,Mo352,4.554,PACGA,4.554,full,standardN,regular,0
6,1,Mo352,4.525,nohormone,4.525,full,standardN,regular,0
1,1,Mo017,3.084,PAC,3.084,full,standardN,regular,0
2,1,Mo017,3.672,UCN,3.672,full,standardN,regular,0
3,1,Mo017,3.372,PCZ,3.372,full,standardN,regular,0
4,1,Mo017,3.216,GA,3.216,full,standardN,regular,0
5,1,Mo017,2.821,PACGA,2.821,full,standardN,regular,0
6,1,Mo017,4.549,nohormone,4.549,full,standardN,regular,0
1,2,Mo352,4.437,PAC,4.437,full,standardN,dense,1
2,2,Mo352,3.325,UCN,3.325,full,standardN,dense,1
3,2,Mo352,4.607,PCZ,4.607,full,standardN,dense,1
4,2,Mo352,3.453,GA,3.453,full,standardN,dense,1
5,2,Mo352,3.439,PACGA,3.439,full,standardN,dense,1
6,2,Mo352,4.117,nohormone,4.117,full,standardN,dense,1
1,2,Mo017,2.557,PAC,2.557,full,standardN,dense,1
2,2,Mo017,3.752,UCN,3.752,full,standardN,dense,1
3,2,Mo017,2.876,PCZ,2.876,full,standardN,dense,1
4,2,Mo017,3.466,GA,3.466,full,standardN,dense,1
5,2,Mo017,3.499,PACGA,3.499,full,standardN,dense,1
6,2,Mo017,3.793,nohormone,3.793,full,standardN,dense,1
1,1,Oh7B,6.028,PAC,6.028,full,standardN,regular,0
2,1,Oh7B,0,UCN,0,full,standardN,regular,0
3,1,Oh7B,5.02,PCZ,5.02,full,standardN,regular,0
4,1,Oh7B,0,GA,0,full,standardN,regular,0
5,1,Oh7B,4.718,PACGA,4.718,full,standardN,regular,0
6,1,Oh7B,3.941,nohormone,3.941,full,standardN,regular,0
1,2,Oh7B,4.17,PAC,4.17,full,standardN,dense,1
2,2,Oh7B,4.163,UCN,4.163,full,standardN,dense,1
3,2,Oh7B,4.925,PCZ,4.925,full,standardN,dense,1
4,2,Oh7B,3.592,GA,3.592,full,standardN,dense,1
5,2,Oh7B,4.507,PACGA,4.507,full,standardN,dense,1
6,2,Oh7B,4.566,nohormone,4.566,full,standardN,dense,1
1,1,Mo360,5.1,PAC,5.1,full,standardN,regular,0
2,1,Mo360,3.91,UCN,3.91,full,standardN,regular,0
3,1,Mo360,3.773,PCZ,3.773,full,standardN,regular,0
4,1,Mo360,4.974,GA,4.974,full,standardN,regular,0
5,1,Mo360,4.181,PACGA,4.181,full,standardN,regular,0
6,1,Mo360,4.136,nohormone,4.136,full,standardN,regular,0
1,1,LH132,4.931,PAC,4.931,full,standardN,regular,0
2,1,LH132,5.679,UCN,5.679,full,standardN,regular,0
3,1,LH132,5.025,PCZ,5.025,full,standardN,regular,0
4,1,LH132,4.762,GA,4.762,full,standardN,regular,0
5,1,LH132,4.935,PACGA,4.935,full,standardN,regular,0
6,1,LH132,4.631,nohormone,4.631,full,standardN,regular,0
1,2,Mo360,3.131,PAC,3.131,full,standardN,dense,1
2,2,Mo360,3.464,UCN,3.464,full,standardN,dense,1
3,2,Mo360,3.72,PCZ,3.72,full,standardN,dense,1
4,2,Mo360,5.392,GA,5.392,full,standardN,dense,1
5,2,Mo360,4.712,PACGA,4.712,full,standardN,dense,1
6,2,Mo360,4.342,nohormone,4.342,full,standardN,dense,1
1,2,LH132,4.667,PAC,4.667,full,standardN,dense,1
2,2,LH132,4.71,UCN,4.71,full,standardN,dense,1
3,2,LH132,4.185,PCZ,4.185,full,standardN,dense,1
4,2,LH132,,GA,0,full,standardN,dense,1
5,2,LH132,4.403,PACGA,4.403,full,standardN,dense,1
6,2,LH132,4.134,nohormone,4.134,full,standardN,dense,1
1,2,Mo17,6.283,PAC,6.283,full,standardN,dense,1
2,2,Mo17,5.316,UCN,5.316,full,standardN,dense,1
3,2,Mo17,5.806,PCZ,5.806,full,standardN,dense,1
4,2,Mo17,,GA,0,full,standardN,dense,1
5,2,Mo17,7.002,PACGA,7.002,full,standardN,dense,1
6,2,Mo17,6.441,nohormone,6.441,full,standardN,dense,1
1,1,LH132,5.323,PAC,5.323,full,standardN,regular,0
2,1,LH132,4.324,UCN,4.324,full,standardN,regular,0
3,1,LH132,,PCZ,0,full,standardN,regular,0
4,1,LH132,5.638,GA,5.638,full,standardN,regular,0
5,1,LH132,4.974,PACGA,4.974,full,standardN,regular,0
6,1,LH132,5.333,nohormone,5.333,full,standardN,regular,0
1,1,Mo276,5.719,PAC,5.719,full,standardN,regular,0
2,1,Mo276,6.606,UCN,6.606,full,standardN,regular,0
3,1,Mo276,3.835,PCZ,3.835,full,standardN,regular,0
4,1,Mo276,5.325,GA,5.325,full,standardN,regular,0
5,1,Mo276,5.473,PACGA,5.473,full,standardN,regular,0
6,1,Mo276,5.279,nohormone,5.279,full,standardN,regular,0
1,2,LH132,5.33,PAC,5.33,full,standardN,dense,1
2,2,LH132,,UCN,0,full,standardN,dense,1
3,2,LH132,5.291,PCZ,5.291,full,standardN,dense,1
4,2,LH132,4.967,GA,4.967,full,standardN,dense,1
5,2,LH132,4.92,PACGA,4.92,full,standardN,dense,1
6,2,LH132,3.902,nohormone,3.902,full,standardN,dense,1
1,2,Mo276,5.076,PAC,5.076,full,standardN,dense,1
2,2,Mo276,4.637,UCN,4.637,full,standardN,dense,1
3,2,Mo276,3.582,PCZ,3.582,full,standardN,dense,1
4,2,Mo276,5.368,GA,5.368,full,standardN,dense,1
5,2,Mo276,3.866,PACGA,3.866,full,standardN,dense,1
6,2,Mo276,4.496,nohormone,4.496,full,standardN,dense,1
1,1,Mo287,4.858,PAC,4.858,full,standardN,regular,0
2,1,Mo287,,UCN,0,full,standardN,regular,0
3,1,Mo287,,PCZ,0,full,standardN,regular,0
4,1,Mo287,6.465,GA,6.465,full,standardN,regular,0
5,1,Mo287,,PACGA,0,full,standardN,regular,0
6,1,Mo287,,nohormone,0,full,standardN,regular,0
1,1,Mo298,3.184,PAC,3.184,full,standardN,regular,0
2,1,Mo298,5.597,UCN,5.597,full,standardN,regular,0
3,1,Mo298,4.021,PCZ,4.021,full,standardN,regular,0
4,1,Mo298,5.344,GA,5.344,full,standardN,regular,0
5,1,Mo298,,PACGA,0,full,standardN,regular,0
6,1,Mo298,,nohormone,0,full,standardN,regular,0
1,1,CML103,4.685,PAC,4.685,full,standardN,regular,0
2,1,CML103,3.788,UCN,3.788,full,standardN,regular,0
3,1,CML103,4.065,PCZ,4.065,full,standardN,regular,0
4,1,CML103,4.31,GA,4.31,full,standardN,regular,0
5,1,CML103,4.24,PACGA,4.24,full,standardN,regular,0
6,1,CML103,3.421,nohormone,3.421,full,standardN,regular,0
1,2,Mo287,0,PAC,0,full,standardN,dense,1
2,2,Mo287,,UCN,0,full,standardN,dense,1
3,2,Mo287,5.401,PCZ,5.401,full,standardN,dense,1
4,2,Mo287,2.418,GA,2.418,full,standardN,dense,1
5,2,Mo287,,PACGA,0,full,standardN,dense,1
6,2,Mo287,,nohormone,0,full,standardN,dense,1
1,2,Mo298,3.441,PAC,3.441,full,standardN,dense,1
2,2,Mo298,5.944,UCN,5.944,full,standardN,dense,1
3,2,Mo298,4.897,PCZ,4.897,full,standardN,dense,1
4,2,Mo298,,GA,0,full,standardN,dense,1
5,2,Mo298,,PACGA,0,full,standardN,dense,1
6,2,Mo298,,nohormone,0,full,standardN,dense,1
1,2,CML103,3.845,PAC,3.845,full,standardN,dense,1
2,2,CML103,3.127,UCN,3.127,full,standardN,dense,1
3,2,CML103,4.701,PCZ,4.701,full,standardN,dense,1
4,2,CML103,4.121,GA,4.121,full,standardN,dense,1
5,2,CML103,3.376,PACGA,3.376,full,standardN,dense,1
6,2,CML103,4.12,nohormone,4.12,full,standardN,dense,1
1,1,LH132,,PAC,0,full,standardN,regular,0
2,1,LH132,0,UCN,0,full,standardN,regular,0
3,1,LH132,,PCZ,0,full,standardN,regular,0
4,1,LH132,0,GA,0,full,standardN,regular,0
5,1,LH132,,PACGA,0,full,standardN,regular,0
6,1,LH132,,nohormone,0,full,standardN,regular,0
1,1,Mo287,0,PAC,0,full,standardN,regular,0
2,1,Mo287,4.712,UCN,4.712,full,standardN,regular,0
3,1,Mo287,5.003,PCZ,5.003,full,standardN,regular,0
4,1,Mo287,4.531,GA,4.531,full,standardN,regular,0
5,1,Mo287,5.116,PACGA,5.116,full,standardN,regular,0
6,1,Mo287,,nohormone,0,full,standardN,regular,0
1,1,Mo17,3.964,PAC,3.964,full,standardN,regular,0
2,1,Mo17,4.699,UCN,4.699,full,standardN,regular,0
3,1,Mo17,5.601,PCZ,5.601,full,standardN,regular,0
4,1,Mo17,4.161,GA,4.161,full,standardN,regular,0
5,1,Mo17,4.56,PACGA,4.56,full,standardN,regular,0
6,1,Mo17,4.32,nohormone,4.32,full,standardN,regular,0
1,2,LH132,5.16,PAC,5.16,full,standardN,dense,1
2,2,LH132,4.315,UCN,4.315,full,standardN,dense,1
3,2,LH132,4.321,PCZ,4.321,full,standardN,dense,1
4,2,LH132,4.971,GA,4.971,full,standardN,dense,1
5,2,LH132,5.092,PACGA,5.092,full,standardN,dense,1
6,2,LH132,,nohormone,0,full,standardN,dense,1
1,2,Mo287,6.337,PAC,6.337,full,standardN,dense,1
2,2,Mo287,4.582,UCN,4.582,full,standardN,dense,1
3,2,Mo287,5.206,PCZ,5.206,full,standardN,dense,1
4,2,Mo287,6.015,GA,6.015,full,standardN,dense,1
5,2,Mo287,4.183,PACGA,4.183,full,standardN,dense,1
6,2,Mo287,0,nohormone,0,full,standardN,dense,1
1,2,Mo17,6.987,PAC,6.987,full,standardN,dense,1
2,2,Mo17,4.409,UCN,4.409,full,standardN,dense,1
3,2,Mo17,5.051,PCZ,5.051,full,standardN,dense,1
4,2,Mo17,4.542,GA,4.542,full,standardN,dense,1
5,2,Mo17,4.702,PACGA,4.702,full,standardN,dense,1
6,2,Mo17,4.621,nohormone,4.621,full,standardN,dense,1
1,1,B73,4.438,PAC,4.438,full,standardN,regular,0
2,1,B73,3.438,UCN,3.438,full,standardN,regular,0
3,1,B73,4.725,PCZ,4.725,full,standardN,regular,0
4,1,B73,3.946,GA,3.946,full,standardN,regular,0
